geneId,cid
37,CID000002518
37,CID100000860
37,CID000000860
37,CID100006199
37,CID000005995
37,CID005280344
37,CID000736190
37,CID000000323
37,CID100000322
37,CID000007766
37,CID000440904
37,CID000000799
38,CID000005958
38,CID000005995
38,CID000023995
40,CID000005958
40,CID000005758
40,CID000065242
40,CID100000247
40,CID100000314
40,CID100000177
40,CID000073574
40,CID100061130
40,CID005280965
40,CID100000409
41,CID000023995
41,CID100000314
41,CID100000177
41,CID000006199
41,CID000073574
41,CID000005794
41,CID100061130
41,CID000016096
41,CID100000409
43,CID000010134
43,CID000006681
43,CID100000304
43,CID000005958
43,CID000221518
43,CID000387397
43,CID000016591
43,CID100008344
43,CID000005980
43,CID000008344
43,CID000124888
43,CID000005755
43,CID005280353
43,CID100000314
43,CID000439524
43,CID000005758
43,CID000439531
43,CID100000177
43,CID005280965
43,CID005288834
43,CID000068097
43,CID000006199
43,CID000006294
43,CID000006169
43,CID000007224
43,CID000637516
43,CID000073177
43,CID000024361
43,CID000072378
43,CID100092782
43,CID100101729
43,CID000036324
43,CID000031402
43,CID000441612
43,CID000005991
43,CID000073574
43,CID100061130
43,CID000072385
43,CID000441383
43,CID000005995
43,CID000445155
43,CID000016316
43,CID100000409
45,CID000005958
45,CID005280724
45,CID000124888
45,CID005280344
45,CID000445155
45,CID000439531
45,CID000023995
45,CID000006199
45,CID100000177
45,CID100000314
45,CID005280353
45,CID000073574
45,CID000005794
45,CID100061130
45,CID100000409
45,CID000005758
46,CID000005958
46,CID000000273
46,CID000006077
46,CID000005794
46,CID100000860
46,CID000000860
46,CID000000890
46,CID100000314
46,CID100000177
46,CID000246749
46,CID000060963
46,CID000003221
46,CID000000612
46,CID000005235
46,CID000000191
46,CID000064691
46,CID000006323
46,CID000000189
46,CID000002971
46,CID000005991
46,CID000351819
46,CID000073574
46,CID100061130
46,CID100000409
47,CID000005958
47,CID100000314
47,CID100000177
47,CID000005794
47,CID000060963
47,CID000073574
47,CID100061130
47,CID000005995
47,CID100000409
48,CID000005958
48,CID016738700
48,CID000010470
48,CID000008216
48,CID000011198
48,CID000000285
48,CID005497164
48,CID000000987
48,CID100065036
48,CID000000086
48,CID000005991
48,CID005281167
48,CID000445642
48,CID005280897
48,CID000000385
48,CID000000703
48,CID000000266
49,CID000000285
49,CID000010470
49,CID000005991
49,CID000011198
49,CID005281167
49,CID005280897
49,CID000000385
