herbid,cid,smiles
HERB001810,HBIN025041,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
HERB001810,HBIN025052,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2)C=C(C=C3O)O
HERB001814,HBIN031114,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
HERB001814,HBIN042162,COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC=C(C=C3)O)O
HERB001816,HBIN018278,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001817,HBIN004074,C1=CC=C(C=C1)C2=C(C2=O)C3=CC=CC=C3
HERB001817,HBIN015580,CC1=CCC(CC1)C(=C)C
HERB001817,HBIN018727,CC1(C2CCC1(C(C2)O)C)C
HERB001817,HBIN023213,CC(C)(C1CCC(=C)CC1)O
HERB001821,HBIN001240,CCCCC1C2CCCC=C2C(=O)O1
HERB001821,HBIN002161,CC1(C2CC=C(C1C2)CO)C
HERB001821,HBIN003305,CC(C)C12CCC(=C)C1C2
HERB001821,HBIN007703,CC1CCC2=C(CCC(CC12)C(=C)C)C
HERB001821,HBIN010620,CC=CC1=CC2=C(C(=C1)OC)OCO2
HERB001821,HBIN010662,CC1=COCC1
HERB001821,HBIN010990,CC1=CC2C(CC1)C(=CCCC2(C)C)C
HERB001821,HBIN012788,CC(C)C1=CC(=C(C)C)CCC1(C)C=C
HERB001821,HBIN015447,CC1CCC2C13CC=C(C(C3)C2(C)C)C
HERB001821,HBIN015476,CC1=CC=C(C=C1)C(C)CCC=C(C)C
HERB001821,HBIN015547,CC1=CCC(C=CCC(=CCC1)C)(C)C
HERB001821,HBIN015651,CC1=CCC2CC1C2(C)C
HERB001821,HBIN015702,CC1=CCC(CC1)C(C)(C)O
HERB001821,HBIN015941,CCCCCC1=CC=CC=C1
HERB001821,HBIN016527,CC(C)CCOC(=O)CC(C)C
HERB001821,HBIN016887,CC1CCC2C1C3C(C3(C)C)CCC2=C
HERB001821,HBIN017664,CCCC=C1C2=CC=CC=C2C(=O)O1
HERB001821,HBIN018012,CC1=CCCC(=C)C2CC(C2CC1)(C)C
HERB001821,HBIN018231,CC(C)C1CCC(=C)C=C1
HERB001821,HBIN019252,CC1=CCC2C(C1)C(CC=C2C)C(C)C
HERB001821,HBIN019449,CC1(C2CCC1(C(=O)C2)C)C
HERB001821,HBIN020253,CC1=CCC2C(C1)C2(C)C
HERB001821,HBIN020976,CC(=CCCC(=CC=O)C)C
HERB001821,HBIN021167,CCCCC1C2CCC=CC2C(=O)O1
HERB001821,HBIN021168,CC(=CCOC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC)C
HERB001821,HBIN021357,COC1=C(C=CC(=C1)C=CCO)O
HERB001821,HBIN021422,CC1=CCC2C3C1C2(CCC3C(C)C)C
HERB001821,HBIN021902,CC(C)C1=CC=C(C=C1)C(=O)O
HERB001821,HBIN022407,CC1=CC=C(C=C1)C(C)C
HERB001821,HBIN022819,CC1(C2CCC(C2)C1=C)C
HERB001821,HBIN024340,CNC(=O)OC1=CC2=C(C=C1)OCO2
HERB001821,HBIN024930,CCCCCC=CCC=CCCCCCCCC(=O)O
HERB001821,HBIN024976,COC1=CC(=CC(=C1OC)OC)CC=C
HERB001821,HBIN026379,CC(=CCCC(=CCCC(=C)C=C)C)C
HERB001821,HBIN026440,COC1=C(C=CC(=C1)C=CC(=O)O)O
HERB001821,HBIN026465,COC1=C(C=CC(=C1)C=CC(=O)O)[O-]
HERB001821,HBIN027528,CC(=CCCC(=CCO)C)C
HERB001821,HBIN029013,CC1=CCC(CC1)C(=C)C
HERB001821,HBIN029387,CC1=CC2C(=C(CCCC2(C)C)C)CC1
HERB001821,HBIN029531,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C
HERB001821,HBIN032807,CC(=O)OC1CC2CCC1(C2(C)C)C
HERB001821,HBIN033198,CCCC=C1C2=C(C=CCC2)C(=O)O1
HERB001821,HBIN033895,CC1=CC(=O)C2CC1C2(C)C
HERB001821,HBIN034250,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O
HERB001821,HBIN035798,CC1=CCC(=CC1)C(C)C
HERB001821,HBIN036067,CC(=CCCC(=C)C=C)C
HERB001821,HBIN036162,COC1=CC(=CC2=C1OCO2)CC=C
HERB001821,HBIN036311,CC1=CC2C(CC1)C(=C)CCC2C(C)C
HERB001821,HBIN036380,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
HERB001821,HBIN036591,CCCCC1C2CCCC=C2C(=O)O1
HERB001821,HBIN036780,CC(=CCCC(=CC=O)C)C
HERB001821,HBIN038398,CC1=C(C=C(C=C1)C(C)C)O
HERB001821,HBIN038680,CCCCCCCCCCCCCCCC(=O)O
HERB001821,HBIN039359,CCOC1=CC=C(C=C1)C
HERB001821,HBIN040073,CC1=CC(=O)C(=C(C)C)CC1
HERB001821,HBIN042338,CC(=CCC(CO)C(=C)C)C
HERB001821,HBIN042875,CC1=CCC(C=C1)C(C)C
HERB001821,HBIN043724,CCCCC1C2=C(C=CCC2)C(=O)O1
HERB001821,HBIN043725,CCCC=C1C2=C(C(=CC=C2)O)C(=O)O1
HERB001821,HBIN043727,CCCC=C1C2=C(C=CC(=C2)O)C(=O)O1
HERB001821,HBIN043728,CCCC(=O)C1(C2=C(C=CCC2)C(=O)O1)O
HERB001821,HBIN043729,CCC(C=C1C2=CC=CC=C2C(=O)O1)O
HERB001821,HBIN043731,CCC(C=C1C2=C(C=CCC2)C(=O)O1)O
HERB001821,HBIN043732,CCCCC1(C2=C(C=CCC2)C(=O)O1)O
HERB001821,HBIN043735,CCCCC1C2=C(C(C(CC2)O)O)C(=O)O1
HERB001821,HBIN044158,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001821,HBIN045937,CC1=CCC(=C(C)C)CC1
HERB001821,HBIN045966,CC1=CC=C(CC1)C(C)C
HERB001821,HBIN045972,CC1=CCC(CC1)(C(C)C)O
HERB001821,HBIN047732,CC(=O)C1=CC=C(C=C1)OC
HERB001821,HBIN049158,CC1CCC23C1CC(C2(C)C)CCC3=C
HERB001821,HBIN049216,CC(C)C1=CC(C(CC1)(C)C=C)C(=C)C
HERB001821,HBIN049221,CC1=C2C=C(CCC2(CCC1)C)C(C)C
HERB001824,HBIN018374,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO
HERB001824,HBIN022771,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C
HERB001824,HBIN025288,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
HERB001824,HBIN033751,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C
HERB001824,HBIN043533,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O)O
HERB001824,HBIN043536,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3O)O)O
HERB001824,HBIN047030,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O
HERB001824,HBIN047613,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)[O-]
HERB001835,HBIN015179,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C
HERB001835,HBIN015180,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C
HERB001840,HBIN043533,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O)O
HERB001840,HBIN043536,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3O)O)O
HERB001847,HBIN016854,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC)OC
HERB001847,HBIN038794,COC1C2=C(C=CC3=C2OCO3)C4C(O1)C5=CC(=C(C=C5CCN4)OC)OC
HERB001849,HBIN019307,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
HERB001850,HBIN025006,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O.O.O
HERB001850,HBIN027030,C1=C(C=C(C(=C1O)O)O)C(=O)O
HERB001851,HBIN016275,C1=CC=C(C=C1)C2=[O+]C3=CC=CC=C3C=C2
HERB001851,HBIN017798,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O
HERB001851,HBIN019475,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
HERB001851,HBIN020657,C1=CC=C(C=C1)C=CC(=O)O
HERB001851,HBIN033803,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
HERB001851,HBIN040390,CCCO
HERB001851,HBIN044158,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001851,HBIN044918,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001851,HBIN045483,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O
HERB001852,HBIN000799,COC1=C(C=CC(=C1)CCC(=O)C=C(C=CC2=CC(=C(C=C2)O)OC)O)O
HERB001852,HBIN000822,CC1=C(CCCCC1)C
HERB001852,HBIN002037,C1=CC=C(C=C1)CCC(CC(=O)CCC2=CC=CC=C2)O
HERB001852,HBIN002042,C1=CC=C(C=C1)CCC=CC(=O)CCC2=CC=CC=C2
HERB001852,HBIN002102,CC1(C2CCC(O1)(CC2)C)C
HERB001852,HBIN002827,C1=CC=C2C(=C1)C=CC=C2CO
HERB001852,HBIN003305,CC(C)C12CCC(=C)C1C2
HERB001852,HBIN003537,CC1CC2C(C2(C)C)C=C1
HERB001852,HBIN004613,CCCCC1=CC=C(O1)CCCC
HERB001852,HBIN006223,CCCCC(C=CC)O
HERB001852,HBIN006519,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3
HERB001852,HBIN006620,COC1=C(C=C(C=C1)C2C(CC3=C(O2)C=C(C=C3OC)OC)O)OC
HERB001852,HBIN007703,CC1CCC2=C(CCC(CC12)C(=C)C)C
HERB001852,HBIN009363,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O
HERB001852,HBIN011728,COC(CCC1=CC=CC=C1)CC(=O)CCC2=CC=CC=C2
HERB001852,HBIN013203,CC1=CC(=CC2=C1C(=O)C=C(O2)CC(C)O)O
HERB001852,HBIN013324,CCOC(C)(C)C(CC1=C(C=CC2=C1OC(=O)C=C2)OC)O
HERB001852,HBIN014091,CCOC12CCC3CCCCC3(C1)C(=O)O2
HERB001852,HBIN014399,CC(=O)NCCC1=CN(C2=C1C=C(C=C2)OC)C(=O)C3=CC=C(C=C3)Cl
HERB001852,HBIN015469,CC1CCC(C2C13C2C(=CC3)C)C(C)C
HERB001852,HBIN015470,CC1=CC2C(CCC(C2CC1)(C)O)C(C)C
HERB001852,HBIN016408,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
HERB001852,HBIN017437,COC1=CC(=CC2=C1C(=O)C(=C(O2)C3=CC(=C(C=C3)O)O)O)O
HERB001852,HBIN017652,CC1CCC=C2C1(CC(CC2)C(=C)C)C
HERB001852,HBIN018094,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C
HERB001852,HBIN018119,CC(=O)OC1C(C2CCC1(C2)C)(C)C
HERB001852,HBIN018223,CC1CCC2=C1CC3CCC2(C3(C)C)C
HERB001852,HBIN018247,CC(CCC=C(C)C)CCO
HERB001852,HBIN018278,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001852,HBIN018338,CC(C)C1=CCC(CC1)(C)O
HERB001852,HBIN019099,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCCCC
HERB001852,HBIN019239,CC1=CC2=C(C=CC(=C2C=C1)C)C(C)C
HERB001852,HBIN019252,CC1=CCC2C(C1)C(CC=C2C)C(C)C
HERB001852,HBIN019449,CC1(C2CCC1(C(=O)C2)C)C
HERB001852,HBIN019690,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
HERB001852,HBIN020014,CC1CCC2C13CCC(C(C3)C2(C)C)(C)O
HERB001852,HBIN020253,CC1=CCC2C(C1)C2(C)C
HERB001852,HBIN020447,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
HERB001852,HBIN021985,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O
HERB001852,HBIN022168,C1CC(C1)C2=CC=CC=C2
HERB001852,HBIN022407,CC1=CC=C(C=C1)C(C)C
HERB001852,HBIN022566,C1=CC=C(C=C1)CCC=CC(=O)CCC2=CC=CC=C2
HERB001852,HBIN022755,CCCCCCCCCCCCCCCCC(=O)O.[Pb]
HERB001852,HBIN022815,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
HERB001852,HBIN023190,CC1=CC2C(CCC(=C2CC1)C)C(C)C
HERB001852,HBIN023623,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
HERB001852,HBIN025041,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
HERB001852,HBIN026012,CC1(C2CCC(O1)(CC2)C)C
HERB001852,HBIN026067,COC1=C(C=CC(=C1)CC=C)O
HERB001852,HBIN027003,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
HERB001852,HBIN027401,C1CC(=O)OC1
HERB001852,HBIN028474,CC1CCC(=C(C)C)CC2=C1CCC2C
HERB001852,HBIN029301,COC1=C(C=CC(=C1)CCC(CC(=O)CCC2=CC(=C(C=C2)O)OC)O)O
HERB001852,HBIN029485,CCC1=CC(=C(C=C1)O)OC
HERB001852,HBIN030497,CC1(C2CCC1(C(C2)O)C)C
HERB001852,HBIN030516,CC(C)COC(=O)C1=CC=CC=C1
HERB001852,HBIN031114,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
HERB001852,HBIN031753,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
HERB001852,HBIN032175,C=CC1CCC(=C)C2C1C=C(CC2)C(=O)O
HERB001852,HBIN032466,COC1=CC2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)O
HERB001852,HBIN032583,CC1=CCC(CC1)C(C)(C)O
HERB001852,HBIN032807,CC(=O)OC1CC2CCC1(C2(C)C)C
HERB001852,HBIN033428,CC1=CCC(CC1)C(=C)C
HERB001852,HBIN033803,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
HERB001852,HBIN034623,COC1=CC2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)O
HERB001852,HBIN035142,COC(=O)C=CC1=CC=CC=C1
HERB001852,HBIN035214,COC1=C(C=C(C=C1)CC=C)OC
HERB001852,HBIN035353,CCCCCCCCCCCCCCCC(=O)OCC
HERB001852,HBIN035798,CC1=CCC(=CC1)C(C)C
HERB001852,HBIN036044,CC1=CC2C(CC1)C(=CCC2C(C)C)C
HERB001852,HBIN036067,CC(=CCCC(=C)C=C)C
HERB001852,HBIN036159,CCCCCCCCCCCCCC(=O)O
HERB001852,HBIN036795,CC(=CCCC(=CCO)C)C
HERB001852,HBIN037281,CC1(C2CCC(=C)C1C2)C
HERB001852,HBIN037816,CC1=CC=CC=C1C(C)C
HERB001852,HBIN038026,CCCCCCCCC=CCCCCCCCC(=O)O
HERB001852,HBIN038680,CCCCCCCCCCCCCCCC(=O)O
HERB001852,HBIN039172,CCCC(=O)C
HERB001852,HBIN039361,CCC1=CC=C(C=C1)OCC
HERB001852,HBIN039470,CCCCCCCC(=O)OCCC1=CC=CC=C1
HERB001852,HBIN039584,CCC1=CC=CC=C1O
HERB001852,HBIN040347,CC(=CCC=C(C)C=C)C
HERB001852,HBIN040583,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001852,HBIN040908,C1=CC(=C(C=C1C(=O)O)O)[O-]
HERB001852,HBIN041495,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
HERB001852,HBIN042162,COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC=C(C=C3)O)O
HERB001852,HBIN042339,CC(=CCCC(C)(C=C)O)C
HERB001852,HBIN042346,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)O)OC
HERB001852,HBIN042501,CC1=CCC(CC1)(C(C)C)O
HERB001852,HBIN044152,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C
HERB001852,HBIN044158,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001852,HBIN044177,C1=CC(=CC2=C1C=CC(=O)O2)O
HERB001852,HBIN044730,CCCCCCCCCCCCCCCCCC(=O)O
HERB001852,HBIN045029,CC1=C(C=C(C=C1)C=C)C
HERB001852,HBIN045118,CC(=CCCC(=O)C)C
HERB001852,HBIN045937,CC1=CCC(=C(C)C)CC1
HERB001852,HBIN045972,CC1=CCC(CC1)(C(C)C)O
HERB001852,HBIN046008,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
HERB001852,HBIN046387,CC1=CC(=C(C=C1)C(C)C)O
HERB001852,HBIN046828,CC(=C)C1CCC(=C)CC1
HERB001852,HBIN047613,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)[O-]
HERB001852,HBIN047744,COC1=C(C=CC(=C1)C=O)O
HERB001852,HBIN047762,C1CN=C(N1)CC2=CC=CC=C2
HERB001852,HBIN047970,CCCC(=O)OC=C
HERB001852,HBIN048365,C1=CC=C(C=C1)CCC=O
HERB001852,HBIN048842,CC1=CCCC(=C)C2CC(C2CC1)(C)C
HERB001852,HBIN048935,CC1=CCC(CC1)C(C)(CCC=C(C)C)O
HERB001852,HBIN048947,CC(CC=C)O
HERB001852,HBIN049092,CC(=CCCC(=CCCC(=CCO)C)C)C
HERB001853,HBIN048051,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C
HERB001858,HBIN022543,C1CC2N(C1)C3=C(CCC3=O)CO2
HERB001866,HBIN015919,C1=CC(=CC=C1C2C(C3=C4C(C(OC4=CC(=C3)O)C5=CC=C(C=C5)O)C6=C2C(=CC(=C6)O)O)C7=C(C=CC(=C7)C=CC8=C9C(=CC1=C8C(C(O1)C1=CC=C(C=C1)O)C1=CC(=CC(=C1)O)O)OC(=C9C1=CC=C(C=C1)O)C1=CC(=CC(=C1)O)O)O)O
HERB001866,HBIN038794,COC1C2=C(C=CC3=C2OCO3)C4C(O1)C5=CC(=C(C=C5CCN4)OC)OC
HERB001870,HBIN026154,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O
HERB001873,HBIN015247,C=CCSSCC=C
HERB001873,HBIN047435,C1=CC(=CC=C1CCN)O
HERB001873,HBIN047452,C1=CC(=CC=C1CCO)O
HERB001875,HBIN022577,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
HERB001875,HBIN022582,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O
HERB001876,HBIN000488,C1CCN(C1)C(=O)C=CC2=CC3=C(C=C2)OCO3
HERB001876,HBIN007288,C1=C(C=C(C(=C1O)O)O)C(=O)O
HERB001876,HBIN008824,COC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O
HERB001876,HBIN008852,COC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
HERB001876,HBIN010884,CC1=CC(=O)CC(C1(C=CC(C)OC2C(C(C(C(O2)CO)O)O)O)O)(C)C
HERB001876,HBIN013866,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3OC)O
HERB001876,HBIN014419,CC(=O)CO
HERB001876,HBIN016568,CCCCCCCCCCCCCCCCCCCC(=O)O
HERB001876,HBIN017418,COC1=CC2=C(C=C1)C=CC(=O)O2
HERB001876,HBIN017453,CC(=O)C
HERB001876,HBIN018278,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001876,HBIN018374,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO
HERB001876,HBIN018952,CCCC(=O)O
HERB001876,HBIN019825,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C
HERB001876,HBIN020247,C=CCC1=CC=C(C=C1)O
HERB001876,HBIN020905,CC(=C)C1CCC(C=C1)(C)O
HERB001876,HBIN020907,CC(C)C1CCC(C=C1)(C)O
HERB001876,HBIN021138,COC(=O)C1=CC=CC=C1
HERB001876,HBIN021620,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O
HERB001876,HBIN021765,CC1=CC(=CC=C1)O
HERB001876,HBIN021790,CC1(CCC2C(=C1)CCC3C2(CCCC3(C)C(=O)O)C)C=C
HERB001876,HBIN022577,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
HERB001876,HBIN022582,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O
HERB001876,HBIN022599,CC=CC(=O)C1=C(C=CCC1(C)C)C
HERB001876,HBIN023092,CC1=CC(=O)CC(C1(C=CC(=O)C)O)(C)C
HERB001876,HBIN023519,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O
HERB001876,HBIN023623,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
HERB001876,HBIN024081,COC(=O)CCCCCCC(=O)OC
HERB001876,HBIN024930,CCCCCC=CCC=CCCCCCCCC(=O)O
HERB001876,HBIN025977,CCOC(=O)C1=CC(=C(C=C1)O)O
HERB001876,HBIN026062,COC1=C(C=CC(=C1)C=C)O
HERB001876,HBIN026067,COC1=C(C=CC(=C1)CC=C)O
HERB001876,HBIN026440,COC1=C(C=CC(=C1)C=CC(=O)O)O
HERB001876,HBIN026462,COC1=C(C=CC(=C1)C=CC=O)O
HERB001876,HBIN026662,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O
HERB001876,HBIN026872,C1=COC(=C1)CO
HERB001876,HBIN026881,C1=COC(=C1)C=O
HERB001876,HBIN027333,C1=CC(=CC=C1C2C(C(=O)C3=C(O2)C=C(C=C3)O)O)O
HERB001876,HBIN027456,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
HERB001876,HBIN027468,C1=CC(=CC=C1C2=COC3=C(C2=O)C(=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O)O
HERB001876,HBIN027470,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O
HERB001876,HBIN028048,C1(C(C(OC(C1O)O)C(=O)O)O)O
HERB001876,HBIN028141,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O
HERB001876,HBIN028142,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)OC4C(C(C(C(O4)CO)O)O)O
HERB001876,HBIN028829,C1=CC(=CC=C1C=O)O
HERB001876,HBIN029313,CCCCCC=O
HERB001876,HBIN029445,COC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O
HERB001876,HBIN029840,CC(=O)C1=CC=CC=C1
HERB001876,HBIN030110,C1=CC=C2C(=C1)C=CN2
HERB001876,HBIN030318,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C(=C(C(=C3)O)OC)O
HERB001876,HBIN030737,C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O
HERB001876,HBIN030896,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O
HERB001876,HBIN031753,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
HERB001876,HBIN032001,COC1=C(C=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O
HERB001876,HBIN032826,CCC=CCCOC(=O)C
HERB001876,HBIN033749,CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C
HERB001876,HBIN033751,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C
HERB001876,HBIN034524,C=CC1=CC=C(C=C1)O
HERB001876,HBIN035132,CCCCCCCCCC(=O)OC
HERB001876,HBIN035268,CCCCCC(=O)OC
HERB001876,HBIN035285,CC(C)CC(=O)OC
HERB001876,HBIN035292,CCCCCCCCCCCC(=O)OC
HERB001876,HBIN035297,CCCCCC=CCC=CCCCCCCCC(=O)OC
HERB001876,HBIN035340,CCCCCCCC(=O)OC
HERB001876,HBIN035353,CCCCCCCCCCCCCCCC(=O)OCC
HERB001876,HBIN035391,CCC(=O)OC
HERB001876,HBIN035415,COC(=O)C1=CC=CC=C1O
HERB001876,HBIN036159,CCCCCCCCCCCCCC(=O)O
HERB001876,HBIN036837,COC(=O)C1=CC=CC=C1N
HERB001876,HBIN037033,CCCCCC=CC=CC(=O)NCC(C)C
HERB001876,HBIN037713,CC1=CC=CC=C1O
HERB001876,HBIN038087,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O
HERB001876,HBIN038168,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O
HERB001876,HBIN038627,CC(=O)C1=C(C=C(C=C1)OC)O
HERB001876,HBIN038680,CCCCCCCCCCCCCCCC(=O)O
HERB001876,HBIN038995,C1=CC(=CC=C1C=CC(=O)S)O
HERB001876,HBIN039000,CC1=CC=C(C=C1)O
HERB001876,HBIN039070,C1=CC=C(C=C1)CCO
HERB001876,HBIN039150,CCCCCCCCCCCCCCC(=O)O
HERB001876,HBIN039172,CCCC(=O)C
HERB001876,HBIN039419,C1=CC(=CC=C1C(=O)O)O
HERB001876,HBIN039794,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C
HERB001876,HBIN039998,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3
