protein_id,compound_id
HBTAR004183,HBIN020174
HBTAR004183,HBIN026399
HBTAR004183,HBIN029280
HBTAR004183,HBIN046831
HBTAR004183,HBIN014467
HBTAR004183,HBIN032674
HBTAR004183,HBIN020801
HBTAR004183,HBIN020903
HBTAR004183,HBIN038035
HBTAR004183,HBIN037286
HBTAR004183,HBIN043778
HBTAR004183,HBIN032753
HBTAR004183,HBIN037486
HBTAR004183,HBIN007529
HBTAR004184,HBIN033433
HBTAR004184,HBIN033434
HBTAR004184,HBIN034052
HBTAR004184,HBIN006119
HBTAR004184,HBIN020174
HBTAR004184,HBIN026399
HBTAR004184,HBIN029280
HBTAR004184,HBIN029342
HBTAR004184,HBIN034423
HBTAR004184,HBIN045566
HBTAR004184,HBIN014685
HBTAR004184,HBIN014467
HBTAR004184,HBIN021250
HBTAR004184,HBIN021252
HBTAR004184,HBIN022375
HBTAR004184,HBIN025875
HBTAR004184,HBIN029658
HBTAR004184,HBIN032674
HBTAR004184,HBIN000982
HBTAR004184,HBIN023188
HBTAR004184,HBIN049200
HBTAR004184,HBIN020801
HBTAR004184,HBIN020903
HBTAR004184,HBIN038035
HBTAR004184,HBIN037286
HBTAR004184,HBIN043778
HBTAR004184,HBIN005531
HBTAR004184,HBIN001538
HBTAR004184,HBIN008348
HBTAR004184,HBIN015834
HBTAR004184,HBIN015853
HBTAR004184,HBIN016398
HBTAR004184,HBIN019571
HBTAR004184,HBIN020107
HBTAR004184,HBIN021757
HBTAR004184,HBIN022519
HBTAR004184,HBIN022831
HBTAR004184,HBIN027382
HBTAR004184,HBIN027924
HBTAR004184,HBIN028518
HBTAR004184,HBIN034776
HBTAR004184,HBIN035055
HBTAR004184,HBIN037061
HBTAR004184,HBIN037138
HBTAR004184,HBIN037146
HBTAR004184,HBIN039018
HBTAR004184,HBIN041950
HBTAR004184,HBIN042390
HBTAR004184,HBIN044729
HBTAR004184,HBIN044795
HBTAR004184,HBIN044799
HBTAR004184,HBIN045576
HBTAR004184,HBIN049199
HBTAR004184,HBIN032753
HBTAR004184,HBIN037486
HBTAR004189,HBIN014467
HBTAR004189,HBIN037138
HBTAR004189,HBIN002457
HBTAR004189,HBIN032795
HBTAR004190,HBIN014467
HBTAR004190,HBIN026067
HBTAR004190,HBIN037138
HBTAR004190,HBIN002457
HBTAR004190,HBIN032795
HBTAR004191,HBIN040687
HBTAR004192,HBIN019909
HBTAR004192,HBIN029826
HBTAR004192,HBIN029826
HBTAR004192,HBIN029826
HBTAR004193,HBIN022577
HBTAR004193,HBIN037324
HBTAR004193,HBIN016408
HBTAR004193,HBIN006002
HBTAR004193,HBIN019786
HBTAR004193,HBIN039003
HBTAR004193,HBIN039487
HBTAR004198,HBIN034660
HBTAR004198,HBIN041721
HBTAR004198,HBIN046831
HBTAR004198,HBIN025875
HBTAR004200,HBIN007325
HBTAR004200,HBIN029342
HBTAR004200,HBIN034423
HBTAR004200,HBIN014685
HBTAR004200,HBIN036906
HBTAR004200,HBIN020281
HBTAR004200,HBIN020389
HBTAR004200,HBIN037286
HBTAR004200,HBIN043778
HBTAR004200,HBIN013366
HBTAR004200,HBIN046404
HBTAR004212,HBIN007325
HBTAR004212,HBIN021620
HBTAR004212,HBIN034660
HBTAR004212,HBIN041721
HBTAR004212,HBIN028102
HBTAR004212,HBIN046831
HBTAR004212,HBIN001991
HBTAR004212,HBIN001999
HBTAR004215,HBIN027849
HBTAR004218,HBIN007325
HBTAR004218,HBIN028102
HBTAR004218,HBIN021262
HBTAR004218,HBIN037286
HBTAR004218,HBIN045032
HBTAR004218,HBIN047448
HBTAR004218,HBIN047450
HBTAR004218,HBIN047534
HBTAR004218,HBIN021480
HBTAR004218,HBIN004864
HBTAR004224,HBIN047173
HBTAR004224,HBIN025041
HBTAR004224,HBIN026385
HBTAR004224,HBIN040932
HBTAR004224,HBIN048376
HBTAR004225,HBIN007325
HBTAR004225,HBIN034660
HBTAR004225,HBIN041721
HBTAR004226,HBIN014467
HBTAR004227,HBIN001289
HBTAR004227,HBIN006119
HBTAR004227,HBIN017246
HBTAR004227,HBIN017391
HBTAR004227,HBIN020174
HBTAR004227,HBIN020335
HBTAR004227,HBIN020799
HBTAR004227,HBIN020908
HBTAR004227,HBIN021209
HBTAR004227,HBIN022829
HBTAR004227,HBIN024325
HBTAR004227,HBIN024341
HBTAR004227,HBIN026399
HBTAR004227,HBIN029280
HBTAR004227,HBIN029287
HBTAR004227,HBIN029341
HBTAR004227,HBIN029342
HBTAR004227,HBIN030122
HBTAR004227,HBIN030190
HBTAR004227,HBIN032578
HBTAR004227,HBIN032585
HBTAR004227,HBIN034423
HBTAR004227,HBIN034660
HBTAR004227,HBIN038696
HBTAR004227,HBIN039612
HBTAR004227,HBIN041721
HBTAR004227,HBIN049051
HBTAR004228,HBIN038254
HBTAR004228,HBIN022473
HBTAR004229,HBIN043899
HBTAR004229,HBIN021599
HBTAR004230,HBIN001289
HBTAR004230,HBIN006119
HBTAR004230,HBIN017246
HBTAR004230,HBIN017391
HBTAR004230,HBIN020174
HBTAR004230,HBIN020335
HBTAR004230,HBIN020799
HBTAR004230,HBIN020908
HBTAR004230,HBIN021209
HBTAR004230,HBIN022829
HBTAR004230,HBIN024325
HBTAR004230,HBIN024341
HBTAR004230,HBIN026399
HBTAR004230,HBIN029280
HBTAR004230,HBIN029287
HBTAR004230,HBIN029341
HBTAR004230,HBIN029342
HBTAR004230,HBIN030122
HBTAR004230,HBIN030190
HBTAR004230,HBIN032578
HBTAR004230,HBIN032585
HBTAR004230,HBIN034423
HBTAR004230,HBIN034660
HBTAR004230,HBIN038696
HBTAR004230,HBIN039612
HBTAR004230,HBIN041721
HBTAR004230,HBIN045566
HBTAR004230,HBIN049051
HBTAR004230,HBIN028102
HBTAR004230,HBIN026567
HBTAR004231,HBIN007325
HBTAR004231,HBIN021620
HBTAR004231,HBIN034660
HBTAR004231,HBIN041721
HBTAR004231,HBIN028102
HBTAR004231,HBIN046831
HBTAR004231,HBIN001991
HBTAR004231,HBIN001999
HBTAR004231,HBIN025875
HBTAR004231,HBIN029658
HBTAR004231,HBIN048372
HBTAR004231,HBIN023188
HBTAR004231,HBIN049200
HBTAR004231,HBIN043763
HBTAR004231,HBIN028061
HBTAR004231,HBIN024274
HBTAR004231,HBIN023401
HBTAR004231,HBIN044204
HBTAR004232,HBIN034660
HBTAR004232,HBIN041721
HBTAR004232,HBIN014685
HBTAR004232,HBIN014693
HBTAR004232,HBIN046831
HBTAR004232,HBIN001977
HBTAR004232,HBIN001991
HBTAR004232,HBIN014000
HBTAR004232,HBIN014001
HBTAR004232,HBIN020794
HBTAR004232,HBIN032855
HBTAR004232,HBIN033348
HBTAR004232,HBIN038043
HBTAR004232,HBIN046779
HBTAR004232,HBIN033803
HBTAR004232,HBIN040799
HBTAR004232,HBIN040403
HBTAR004232,HBIN038627
HBTAR004232,HBIN030896
HBTAR004232,HBIN001367
HBTAR004232,HBIN000735
HBTAR004232,HBIN037886
HBTAR004232,HBIN038183
HBTAR004232,HBIN041389
HBTAR004232,HBIN045032
HBTAR004232,HBIN047448
HBTAR004232,HBIN047450
HBTAR004232,HBIN032366
HBTAR004232,HBIN032423
HBTAR004232,HBIN027044
HBTAR004232,HBIN016068
HBTAR004232,HBIN038995
HBTAR004232,HBIN043437
HBTAR004232,HBIN025832
HBTAR004232,HBIN025833
HBTAR004232,HBIN039199
HBTAR004232,HBIN039972
HBTAR004232,HBIN039974
HBTAR004232,HBIN039976
HBTAR004232,HBIN039978
HBTAR004232,HBIN002455
HBTAR004232,HBIN019297
HBTAR004232,HBIN021607
HBTAR004232,HBIN029710
HBTAR004232,HBIN029711
HBTAR004232,HBIN036365
HBTAR004232,HBIN039002
HBTAR004232,HBIN046726
HBTAR004232,HBIN046800
HBTAR004232,HBIN032770
HBTAR004232,HBIN033360
HBTAR004232,HBIN016180
HBTAR004232,HBIN004290
HBTAR004232,HBIN010629
HBTAR004232,HBIN018205
HBTAR004232,HBIN033610
HBTAR004232,HBIN034214
HBTAR004232,HBIN042115
HBTAR004232,HBIN042116
HBTAR004233,HBIN001289
HBTAR004233,HBIN006119
HBTAR004233,HBIN017246
HBTAR004233,HBIN017391
HBTAR004233,HBIN020174
HBTAR004233,HBIN020335
HBTAR004233,HBIN020799
HBTAR004233,HBIN020908
HBTAR004233,HBIN021209
HBTAR004233,HBIN022829
HBTAR004233,HBIN024325
HBTAR004233,HBIN024341
HBTAR004233,HBIN026399
HBTAR004233,HBIN029280
HBTAR004233,HBIN029287
HBTAR004233,HBIN029341
HBTAR004233,HBIN029342
HBTAR004233,HBIN030122
HBTAR004233,HBIN030190
HBTAR004233,HBIN032578
HBTAR004233,HBIN032585
HBTAR004233,HBIN034423
HBTAR004233,HBIN034660
HBTAR004233,HBIN038696
HBTAR004233,HBIN039612
HBTAR004233,HBIN041721
HBTAR004233,HBIN049051
HBTAR004233,HBIN025346
HBTAR004233,HBIN025347
HBTAR004233,HBIN025348
HBTAR004233,HBIN027040
HBTAR004233,HBIN027061
HBTAR004233,HBIN045822
HBTAR004233,HBIN023188
HBTAR004233,HBIN049200
HBTAR004234,HBIN007325
HBTAR004234,HBIN022632
HBTAR004234,HBIN046831
HBTAR004234,HBIN025346
HBTAR004234,HBIN025347
HBTAR004234,HBIN025348
HBTAR004234,HBIN025875
HBTAR004234,HBIN027040
HBTAR004234,HBIN027061
HBTAR004234,HBIN045822
HBTAR004234,HBIN040522
HBTAR004234,HBIN041254
HBTAR004234,HBIN047738
HBTAR004234,HBIN016068
HBTAR004234,HBIN043437
HBTAR004239,HBIN033433
HBTAR004239,HBIN033434
HBTAR004239,HBIN034052
HBTAR004239,HBIN037534
HBTAR004239,HBIN042735
HBTAR004239,HBIN045101
HBTAR004239,HBIN001991
HBTAR004239,HBIN001999
HBTAR004239,HBIN029658
HBTAR004239,HBIN030865
HBTAR004239,HBIN032674
HBTAR004239,HBIN033585
HBTAR004239,HBIN033621
HBTAR004239,HBIN047282
HBTAR004239,HBIN015853
HBTAR004239,HBIN043772
HBTAR004239,HBIN044676
HBTAR004239,HBIN005419
HBTAR004239,HBIN024626
HBTAR004239,HBIN022514
HBTAR004239,HBIN045032
HBTAR004239,HBIN047448
HBTAR004239,HBIN047450
HBTAR004240,HBIN028102
HBTAR004240,HBIN015727
HBTAR004240,HBIN046505
HBTAR004240,HBIN046506
HBTAR004240,HBIN048054
HBTAR004240,HBIN048058
HBTAR004240,HBIN020984
HBTAR004240,HBIN043546
HBTAR004240,HBIN016559
HBTAR004248,HBIN007325
HBTAR004248,HBIN034660
HBTAR004248,HBIN041721
HBTAR004248,HBIN028102
HBTAR004248,HBIN001991
HBTAR004248,HBIN001999
HBTAR004248,HBIN043763
HBTAR004248,HBIN003948
HBTAR004255,HBIN015727
HBTAR004255,HBIN046505
HBTAR004255,HBIN046506
HBTAR004255,HBIN048054
HBTAR004255,HBIN048058
HBTAR004255,HBIN036906
HBTAR004255,HBIN019425
HBTAR004258,HBIN007325
HBTAR004258,HBIN015727
HBTAR004258,HBIN046505
HBTAR004258,HBIN046506
HBTAR004258,HBIN048054
HBTAR004258,HBIN048058
HBTAR004258,HBIN040035
HBTAR004258,HBIN036308
HBTAR004259,HBIN034660
HBTAR004259,HBIN041721
HBTAR004261,HBIN021460
HBTAR004261,HBIN019083
HBTAR004261,HBIN042670
HBTAR004262,HBIN042111
HBTAR004262,HBIN042111
HBTAR004262,HBIN041294
HBTAR004262,HBIN027445
HBTAR004262,HBIN027445
HBTAR004263,HBIN029342
HBTAR004263,HBIN038026
HBTAR004263,HBIN019495
HBTAR004263,HBIN031730
HBTAR004263,HBIN031739
HBTAR004263,HBIN031741
HBTAR004263,HBIN031752
HBTAR004263,HBIN019719
HBTAR004263,HBIN023530
HBTAR004266,HBIN015790
HBTAR004266,HBIN016905
HBTAR004266,HBIN016908
HBTAR004266,HBIN000847
HBTAR004267,HBIN043028
HBTAR004277,HBIN014399
HBTAR004277,HBIN021620
HBTAR004277,HBIN030256
HBTAR004277,HBIN028102
HBTAR004277,HBIN048372
HBTAR004277,HBIN020984
HBTAR004277,HBIN024084
HBTAR004277,HBIN016530
HBTAR004277,HBIN037499
HBTAR004277,HBIN040390
HBTAR004281,HBIN036278
HBTAR004281,HBIN045469
HBTAR004281,HBIN044918
HBTAR004294,HBIN007325
HBTAR004294,HBIN021620
HBTAR004296,HBIN042111
HBTAR004304,HBIN024134
HBTAR004304,HBIN019558
HBTAR004304,HBIN040271
HBTAR004306,HBIN027103
HBTAR004306,HBIN045566
HBTAR004306,HBIN028102
HBTAR004306,HBIN001991
HBTAR004306,HBIN001999
HBTAR004306,HBIN024342
HBTAR004306,HBIN018403
HBTAR004307,HBIN019558
HBTAR004307,HBIN020447
HBTAR004308,HBIN047731
HBTAR004308,HBIN015205
HBTAR004309,HBIN026460
HBTAR004309,HBIN046831
HBTAR004309,HBIN001991
HBTAR004309,HBIN001999
HBTAR004309,HBIN026067
HBTAR004309,HBIN026068
HBTAR004309,HBIN038043
HBTAR004309,HBIN026262
HBTAR004309,HBIN020801
HBTAR004309,HBIN020903
HBTAR004309,HBIN038035
HBTAR004309,HBIN020281
HBTAR004309,HBIN020389
HBTAR004309,HBIN003410
HBTAR004309,HBIN003518
HBTAR004309,HBIN018090
HBTAR004309,HBIN021308
HBTAR004309,HBIN022515
HBTAR004309,HBIN024784
HBTAR004309,HBIN028739
HBTAR004309,HBIN034298
HBTAR004309,HBIN039020
HBTAR004309,HBIN013978
HBTAR004309,HBIN013988
HBTAR004309,HBIN026573
HBTAR004309,HBIN049096
HBTAR004309,HBIN043567
HBTAR004309,HBIN048050
HBTAR004309,HBIN048048
HBTAR004309,HBIN011239
HBTAR004309,HBIN016407
HBTAR004309,HBIN004550
HBTAR004309,HBIN002280
HBTAR004309,HBIN048049
HBTAR004310,HBIN024134
HBTAR004310,HBIN025347
HBTAR004310,HBIN025347
HBTAR004310,HBIN042854
HBTAR004310,HBIN042111
HBTAR004310,HBIN042111
HBTAR004310,HBIN040403
HBTAR004310,HBIN021985
HBTAR004310,HBIN021985
HBTAR004310,HBIN021985
HBTAR004310,HBIN021985
HBTAR004310,HBIN047173
HBTAR004310,HBIN047173
HBTAR004310,HBIN042467
HBTAR004310,HBIN029531
HBTAR004310,HBIN034250
HBTAR004310,HBIN033751
HBTAR004310,HBIN037441
HBTAR004310,HBIN030896
HBTAR004310,HBIN043554
HBTAR004310,HBIN047423
HBTAR004310,HBIN047613
HBTAR004310,HBIN018821
HBTAR004310,HBIN019611
HBTAR004310,HBIN025006
HBTAR004310,HBIN041294
HBTAR004310,HBIN022330
HBTAR004310,HBIN001534
HBTAR004310,HBIN022938
HBTAR004310,HBIN048376
HBTAR004310,HBIN016960
HBTAR004310,HBIN044040
HBTAR004310,HBIN029826
HBTAR004311,HBIN028102
HBTAR004311,HBIN046831
HBTAR004311,HBIN016905
HBTAR004311,HBIN016908
HBTAR004312,HBIN025347
HBTAR004314,HBIN034660
HBTAR004314,HBIN041721
HBTAR004314,HBIN028102
HBTAR004314,HBIN032674
HBTAR004314,HBIN029753
HBTAR004316,HBIN047613
HBTAR004318,HBIN022632
HBTAR004318,HBIN014685
HBTAR004318,HBIN001991
HBTAR004318,HBIN001999
HBTAR004318,HBIN026686
HBTAR004318,HBIN001987
HBTAR004318,HBIN020281
HBTAR004318,HBIN020389
HBTAR004318,HBIN037286
HBTAR004318,HBIN043778
HBTAR004318,HBIN017333
HBTAR004319,HBIN034660
HBTAR004319,HBIN041721
HBTAR004319,HBIN014685
HBTAR004319,HBIN001991
HBTAR004319,HBIN001999
HBTAR004319,HBIN043546
HBTAR004319,HBIN020281
HBTAR004319,HBIN020389
HBTAR004319,HBIN037286
HBTAR004319,HBIN040799
HBTAR004319,HBIN043778
HBTAR004320,HBIN014685
HBTAR004320,HBIN020281
HBTAR004320,HBIN020389
HBTAR004320,HBIN037286
HBTAR004320,HBIN043778
HBTAR004322,HBIN019558
HBTAR004322,HBIN019558
HBTAR004322,HBIN019558
HBTAR004322,HBIN026012
HBTAR004322,HBIN040071
HBTAR004322,HBIN040071
HBTAR004322,HBIN019550
HBTAR004322,HBIN026264
HBTAR004322,HBIN019786
HBTAR004327,HBIN007325
HBTAR004327,HBIN028102
HBTAR004327,HBIN008395
HBTAR004327,HBIN015727
HBTAR004327,HBIN029700
HBTAR004327,HBIN037887
HBTAR004327,HBIN037888
HBTAR004327,HBIN046505
HBTAR004327,HBIN046506
HBTAR004327,HBIN048054
HBTAR004327,HBIN048058
HBTAR004327,HBIN036906
HBTAR004327,HBIN026262
HBTAR004327,HBIN023234
HBTAR004327,HBIN048448
HBTAR004327,HBIN029753
HBTAR004327,HBIN016172
HBTAR004327,HBIN029056
HBTAR004327,HBIN035294
HBTAR004327,HBIN036274
HBTAR004327,HBIN047275
HBTAR004329,HBIN001991
HBTAR004329,HBIN001999
HBTAR004329,HBIN026262
HBTAR004329,HBIN008361
HBTAR004335,HBIN031114
HBTAR004343,HBIN028102
HBTAR004343,HBIN001991
HBTAR004343,HBIN001999
HBTAR004354,HBIN021985
HBTAR004356,HBIN006580
HBTAR004356,HBIN014388
HBTAR004356,HBIN014399
HBTAR004356,HBIN014419
HBTAR004356,HBIN017453
HBTAR004356,HBIN018392
HBTAR004356,HBIN018951
HBTAR004356,HBIN021163
HBTAR004356,HBIN022584
HBTAR004356,HBIN024298
HBTAR004356,HBIN024519
HBTAR004356,HBIN026609
HBTAR004356,HBIN028075
HBTAR004356,HBIN028076
HBTAR004356,HBIN030256
HBTAR004356,HBIN033441
HBTAR004356,HBIN033583
HBTAR004356,HBIN033609
HBTAR004356,HBIN034809
HBTAR004356,HBIN035120
HBTAR004356,HBIN038424
HBTAR004356,HBIN038445
HBTAR004356,HBIN040626
HBTAR004356,HBIN041351
HBTAR004356,HBIN045811
HBTAR004356,HBIN045944
HBTAR004356,HBIN047130
HBTAR004356,HBIN022632
HBTAR004356,HBIN034660
HBTAR004356,HBIN041721
HBTAR004356,HBIN028102
HBTAR004356,HBIN046831
HBTAR004356,HBIN001991
HBTAR004356,HBIN001999
HBTAR004356,HBIN005945
HBTAR004356,HBIN008395
HBTAR004356,HBIN025346
HBTAR004356,HBIN025875
HBTAR004356,HBIN027061
HBTAR004356,HBIN029700
HBTAR004356,HBIN037887
HBTAR004356,HBIN037888
HBTAR004356,HBIN026262
HBTAR004356,HBIN033803
HBTAR004356,HBIN024586
HBTAR004356,HBIN021608
HBTAR004356,HBIN027924
HBTAR004356,HBIN028518
HBTAR004356,HBIN042111
HBTAR004356,HBIN021985
HBTAR004356,HBIN031114
HBTAR004356,HBIN031753
HBTAR004356,HBIN036092
HBTAR004356,HBIN021986
HBTAR004356,HBIN019495
HBTAR004356,HBIN031730
HBTAR004356,HBIN031739
HBTAR004356,HBIN031741
HBTAR004356,HBIN031752
HBTAR004356,HBIN007081
HBTAR004356,HBIN002593
HBTAR004356,HBIN007888
HBTAR004356,HBIN011091
HBTAR004356,HBIN017415
HBTAR004356,HBIN041919
HBTAR004356,HBIN043073
HBTAR004356,HBIN035746
HBTAR004356,HBIN038089
HBTAR004356,HBIN041495
HBTAR004356,HBIN014759
HBTAR004356,HBIN025796
HBTAR004356,HBIN011307
HBTAR004356,HBIN011239
HBTAR004356,HBIN016407
HBTAR004356,HBIN043802
HBTAR004356,HBIN036155
HBTAR004356,HBIN039609
HBTAR004356,HBIN033409
HBTAR004356,HBIN014732
HBTAR004356,HBIN042305
HBTAR004356,HBIN025287
HBTAR004359,HBIN007325
HBTAR004359,HBIN004177
HBTAR004359,HBIN005220
HBTAR004359,HBIN005222
HBTAR004362,HBIN026460
HBTAR004362,HBIN028102
HBTAR004362,HBIN020984
HBTAR004363,HBIN034660
HBTAR004363,HBIN041721
HBTAR004363,HBIN028102
HBTAR004363,HBIN001991
HBTAR004363,HBIN001999
HBTAR004363,HBIN029699
HBTAR004363,HBIN038387
HBTAR004363,HBIN038388
HBTAR004363,HBIN039519
HBTAR004363,HBIN026262
HBTAR004368,HBIN001991
HBTAR004368,HBIN001999
HBTAR004368,HBIN023188
HBTAR004368,HBIN049200
HBTAR004368,HBIN026262
HBTAR004368,HBIN016905
HBTAR004368,HBIN016908
HBTAR004369,HBIN001289
HBTAR004369,HBIN006119
HBTAR004369,HBIN017246
HBTAR004369,HBIN017391
HBTAR004369,HBIN019727
HBTAR004369,HBIN019728
HBTAR004369,HBIN020174
HBTAR004369,HBIN020335
HBTAR004369,HBIN020799
HBTAR004369,HBIN020908
HBTAR004369,HBIN021209
HBTAR004369,HBIN022829
HBTAR004369,HBIN024325
HBTAR004369,HBIN024341
HBTAR004369,HBIN026399
HBTAR004369,HBIN028167
HBTAR004369,HBIN028352
HBTAR004369,HBIN029280
HBTAR004369,HBIN029287
HBTAR004369,HBIN029341
HBTAR004369,HBIN029342
HBTAR004369,HBIN030122
HBTAR004369,HBIN030190
HBTAR004369,HBIN032578
HBTAR004369,HBIN032585
HBTAR004369,HBIN034423
HBTAR004369,HBIN034660
HBTAR004369,HBIN038696
HBTAR004369,HBIN039612
HBTAR004369,HBIN041721
HBTAR004369,HBIN049051
HBTAR004369,HBIN028102
HBTAR004369,HBIN036906
HBTAR004373,HBIN007325
HBTAR004373,HBIN020984
HBTAR004375,HBIN007325
HBTAR004375,HBIN001289
HBTAR004375,HBIN006119
HBTAR004375,HBIN017246
HBTAR004375,HBIN017391
HBTAR004375,HBIN020174
HBTAR004375,HBIN020335
HBTAR004375,HBIN020799
HBTAR004375,HBIN020908
HBTAR004375,HBIN021209
HBTAR004375,HBIN022829
HBTAR004375,HBIN024325
HBTAR004375,HBIN024341
HBTAR004375,HBIN026399
HBTAR004375,HBIN029280
HBTAR004375,HBIN029287
HBTAR004375,HBIN029341
HBTAR004375,HBIN029342
HBTAR004375,HBIN030122
HBTAR004375,HBIN030190
HBTAR004375,HBIN032578
HBTAR004375,HBIN032585
HBTAR004375,HBIN034423
HBTAR004375,HBIN034660
HBTAR004375,HBIN038696
HBTAR004375,HBIN039612
HBTAR004375,HBIN041721
HBTAR004375,HBIN049051
HBTAR004375,HBIN047731
HBTAR004375,HBIN025320
HBTAR004443,HBIN007325
HBTAR004443,HBIN028102
HBTAR004443,HBIN025875
HBTAR004443,HBIN001987
HBTAR004443,HBIN036906
HBTAR004464,HBIN012217
HBTAR004464,HBIN028102
HBTAR004464,HBIN039036
HBTAR004464,HBIN021262
HBTAR004464,HBIN001991
HBTAR004464,HBIN001999
HBTAR004464,HBIN025875
HBTAR004464,HBIN001987
HBTAR004464,HBIN036906
HBTAR004471,HBIN007325
HBTAR004471,HBIN046831
HBTAR004471,HBIN015727
HBTAR004471,HBIN046505
HBTAR004471,HBIN046506
HBTAR004471,HBIN048054
HBTAR004471,HBIN048058
HBTAR004472,HBIN034660
HBTAR004472,HBIN041721
HBTAR004472,HBIN028102
HBTAR004472,HBIN001991
HBTAR004472,HBIN001999
HBTAR004472,HBIN025875
HBTAR004472,HBIN001987
HBTAR004472,HBIN036906
HBTAR004491,HBIN007325
HBTAR004491,HBIN021620
HBTAR004491,HBIN012217
HBTAR004491,HBIN039036
HBTAR004491,HBIN021262
HBTAR004491,HBIN001991
HBTAR004491,HBIN001999
HBTAR004491,HBIN015727
HBTAR004491,HBIN046505
HBTAR004491,HBIN046506
HBTAR004491,HBIN048054
HBTAR004491,HBIN048058
HBTAR004504,HBIN007325
HBTAR004504,HBIN034660
HBTAR004504,HBIN041721
HBTAR004504,HBIN001991
HBTAR004504,HBIN001999
HBTAR004504,HBIN026067
HBTAR004504,HBIN026068
HBTAR004506,HBIN001534
HBTAR004509,HBIN032592
HBTAR004510,HBIN047731
HBTAR004511,HBIN040071
HBTAR004512,HBIN045705
HBTAR004515,HBIN021620
HBTAR004515,HBIN026460
HBTAR004515,HBIN028102
HBTAR004515,HBIN001991
HBTAR004515,HBIN001999
HBTAR004517,HBIN021620
HBTAR004517,HBIN034660
HBTAR004517,HBIN041721
HBTAR004517,HBIN046831
HBTAR004517,HBIN001991
HBTAR004517,HBIN001999
HBTAR004518,HBIN007325
HBTAR004518,HBIN037534
HBTAR004518,HBIN022632
HBTAR004518,HBIN034660
HBTAR004518,HBIN041721
HBTAR004518,HBIN028102
HBTAR004518,HBIN029658
HBTAR004518,HBIN047457
HBTAR004518,HBIN020984
HBTAR004518,HBIN015853
HBTAR004518,HBIN040827
HBTAR004518,HBIN043772
HBTAR004518,HBIN044676
HBTAR004518,HBIN043763
HBTAR004518,HBIN003343
HBTAR004518,HBIN033617
HBTAR004518,HBIN008696
HBTAR004518,HBIN029698
HBTAR004518,HBIN035489
HBTAR004526,HBIN007325
HBTAR004526,HBIN001991
HBTAR004526,HBIN001999
HBTAR004526,HBIN026262
HBTAR004529,HBIN024134
HBTAR004529,HBIN026506
HBTAR004539,HBIN034660
HBTAR004539,HBIN041721
HBTAR004539,HBIN001991
HBTAR004539,HBIN001999
HBTAR004539,HBIN019495
HBTAR004539,HBIN031730
HBTAR004539,HBIN031739
HBTAR004539,HBIN031741
HBTAR004539,HBIN031752
HBTAR004539,HBIN007081
HBTAR004539,HBIN011307
HBTAR004539,HBIN011239
HBTAR004539,HBIN016407
HBTAR004541,HBIN019558
HBTAR004542,HBIN007325
HBTAR004542,HBIN021620
HBTAR004542,HBIN028102
HBTAR004542,HBIN043763
HBTAR004545,HBIN029342
HBTAR004545,HBIN034423
HBTAR004550,HBIN023132
HBTAR004554,HBIN021620
HBTAR004554,HBIN025346
HBTAR004554,HBIN025347
HBTAR004554,HBIN025348
HBTAR004554,HBIN027040
HBTAR004554,HBIN027061
HBTAR004554,HBIN045822
HBTAR004558,HBIN007325
HBTAR004558,HBIN026460
HBTAR004558,HBIN005419
HBTAR004558,HBIN024626
HBTAR004567,HBIN007325
HBTAR004567,HBIN021620
HBTAR004567,HBIN026460
HBTAR004567,HBIN034660
HBTAR004567,HBIN041721
HBTAR004567,HBIN001991
HBTAR004567,HBIN001999
HBTAR004567,HBIN030865
HBTAR004567,HBIN032674
HBTAR004567,HBIN033585
HBTAR004567,HBIN033621
HBTAR004567,HBIN047282
HBTAR004567,HBIN043546
HBTAR004567,HBIN036906
HBTAR004567,HBIN022576
HBTAR004567,HBIN045032
HBTAR004567,HBIN047448
HBTAR004567,HBIN047450
HBTAR004567,HBIN015105
HBTAR004567,HBIN024936
HBTAR004571,HBIN028102
HBTAR004576,HBIN046831
HBTAR004576,HBIN015727
HBTAR004576,HBIN046505
HBTAR004576,HBIN046506
HBTAR004576,HBIN048054
HBTAR004576,HBIN048058
HBTAR004579,HBIN020984
HBTAR004580,HBIN019759
HBTAR004580,HBIN019759
HBTAR004593,HBIN026460
HBTAR004593,HBIN032592
HBTAR004601,HBIN028102
HBTAR004604,HBIN006119
HBTAR004604,HBIN020174
HBTAR004604,HBIN026399
HBTAR004604,HBIN029280
HBTAR004604,HBIN034825
HBTAR004604,HBIN035081
HBTAR004604,HBIN037150
HBTAR004604,HBIN039508
HBTAR004604,HBIN033585
HBTAR004604,HBIN048372
HBTAR004604,HBIN000735
HBTAR004604,HBIN037886
HBTAR004604,HBIN038183
HBTAR004604,HBIN041389
HBTAR004604,HBIN022514
HBTAR004604,HBIN013978
HBTAR004604,HBIN013988
HBTAR004604,HBIN024946
HBTAR004604,HBIN026573
HBTAR004604,HBIN049096
HBTAR004604,HBIN024957
HBTAR004604,HBIN046771
HBTAR004604,HBIN009471
HBTAR004604,HBIN017771
HBTAR004604,HBIN039530
HBTAR004604,HBIN021607
HBTAR004604,HBIN029710
HBTAR004604,HBIN029711
HBTAR004604,HBIN036365
HBTAR004604,HBIN039002
HBTAR004604,HBIN046800
HBTAR004604,HBIN024350
HBTAR004604,HBIN024351
HBTAR004604,HBIN039522
